canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url,size_class_strict,size_reason_strict,adjacent_non_core_hint,karriere_exact_match,karriere_url,karriere_emp_min,karriere_emp_max,website_valid_mentions,wko_valid_mentions,direct_31plus_sources,group_31plus_sources,borderline_sources,strict_evidence,manual_review_required
globale baugesellschaft m b h und co kg,Globale Baugesellschaft m.b.H. & Co. KG.,Globale Baugesellschaft m.b.H. & Co. KG.,1,tirol,80f8a544-d6fc-4ff9-b0c6-1c8d108c3a5b,Salurner Straße 16 6020 Innsbruck,,,globale@aon.at,0512/572%20355,https://firmen.wko.at/globale-baugesellschaft-mbh-und-co-kg/tirol/?firmaid=80f8a544-d6fc-4ff9-b0c6-1c8d108c3a5b&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
h und r wohnbau gmbh,H & R Wohnbau GmbH,H & R Wohnbau GmbH,1,tirol,074bd397-3a68-427a-b309-35301cfac934,Rennhammergasse 1 6130 Schwaz,,,,,https://firmen.wko.at/h-und-r-wohnbau-gmbh/tirol/?firmaid=074bd397-3a68-427a-b309-35301cfac934&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
haga wohnbau gmbh,HAGA Wohnbau GmbH,HAGA Wohnbau GmbH,1,tirol,8f38aabd-517c-40a0-a5b9-704ee0dcf676,Paß-Thurn-Straße 47 6371 Aurach b.Kitzbühel,,,,,https://firmen.wko.at/haga-wohnbau-gmbh/tirol/?firmaid=8f38aabd-517c-40a0-a5b9-704ee0dcf676&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
huma eleven shopping center gmbh,huma eleven Shopping Center GmbH,huma eleven Shopping Center GmbH,1,wien,5c64e592-4d55-4659-b460-17a419275c37,Landwehrstraße 6 1110 Wien,,,,,https://firmen.wko.at/huma-eleven-shopping-center-gmbh/wien/?firmaid=5c64e592-4d55-4659-b460-17a419275c37&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,yes,https://www.karriere.at/f/huma-eleven-shopping-center,1,10,,,0,0,0,,yes
immogarant gebäudemanagement gesellschaft m b h,IMMOGARANT GEBÄUDEMANAGEMENT Gesellschaft m.b.H.,IMMOGARANT GEBÄUDEMANAGEMENT Gesellschaft m.b.H.,1,wien,c4ef1c67-a71f-4dd3-a5fe-aafad47b6b65,Tandelmarktgasse 8/1-3 1020 Wien,,,,,https://firmen.wko.at/immogarant-geb%c3%84udemanagement-gesellschaft-mbh/wien/?firmaid=c4ef1c67-a71f-4dd3-a5fe-aafad47b6b65&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
issuk projektentwicklungs gmbh,ISSUK Projektentwicklungs GmbH,ISSUK Projektentwicklungs GmbH,1,kärnten,9349e9b8-56a2-4f22-ba78-77dc8ed13a6a,Andrähofweg 44 9061 Klagenfurt/Wörthersee,,,,,https://firmen.wko.at/issuk-projektentwicklungs-gmbh/k%c3%a4rnten/?firmaid=9349e9b8-56a2-4f22-ba78-77dc8ed13a6a&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
kaswurm immobilien und wohnbau gmbh,Kaswurm Immobilien & Wohnbau GmbH,Kaswurm Immobilien & Wohnbau GmbH,1,wien,8bdd8a2f-de78-455a-961e-26d413dae852,Gumpendorfer Straße 43 1060 Wien,,,,,https://firmen.wko.at/kaswurm-immobilien-und-wohnbau-gmbh/wien/?firmaid=8bdd8a2f-de78-455a-961e-26d413dae852&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
krenn wohnbauservice kg,Krenn Wohnbauservice KG,Krenn Wohnbauservice KG,1,steiermark,46cdd173-a379-4fac-ad0f-78f0edd1441c,Bahnhofstraße 15 8141 Premstätten,,,,,https://firmen.wko.at/krenn-wohnbauservice-kg/steiermark/?firmaid=46cdd173-a379-4fac-ad0f-78f0edd1441c&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
lsh facility gmbh,LSH Facility GmbH,LSH Facility GmbH,1,steiermark,8be56156-19d5-47f3-a247-a0d23424a306,Gürtlweg 1 8431 Gralla,,,,,https://firmen.wko.at/lsh-facility-gmbh/steiermark/?firmaid=8be56156-19d5-47f3-a247-a0d23424a306&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
luc facility und brandschutzmanagement e u,LUC Facility- und Brandschutzmanagement e.U.,LUC Facility- und Brandschutzmanagement e.U.,1,steiermark,8f682b0d-163d-436c-b46d-11ff28dc357d,Tobisegg 188 8503 St. Josef/Wstmk.,https://www.fb-management.at/,https://www.fb-management.at/,luc@fb-management.at,+436644603087,https://firmen.wko.at/luc-facility-und-brandschutzmanagement-eu-facility-und-brandschutzmanagement/steiermark/?firmaid=8f682b0d-163d-436c-b46d-11ff28dc357d&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
norikum wohnungsbaugesellschaft m b h,Norikum Wohnungsbaugesellschaft m.b.H.,Norikum Wohnungsbaugesellschaft m.b.H.,2,oberösterreich,6d794c20-f8be-4804-b6ef-6afdaf75e230 | ee493ee3-46c4-46af-917e-6a7d379b7a07,Kalkofenstraße 25 4600 Wels | Pollheimerstraße 7 4600 Wels,http://www.norikum.at/,http://www.norikum.at/,office@norikum.at,07242/46151,https://firmen.wko.at/norikum-wohnungsbaugesellschaft-mbh/ober%c3%b6sterreich/?firmaid=6d794c20-f8be-4804-b6ef-6afdaf75e230&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,yes,https://www.karriere.at/f/norikum-wohnungsbaugesellschaft,1,10,,,0,0,0,,yes
oberbank infrastruktur management gmbh,Oberbank Infrastruktur Management GmbH,Oberbank Infrastruktur Management GmbH,1,oberösterreich,497108f5-ef0d-4c15-b650-52d895fea493,Untere Donaulände 28 4020 Linz,,,,0732/770186,https://firmen.wko.at/oberbank-infrastruktur-management-gmbh/ober%c3%b6sterreich/?firmaid=497108f5-ef0d-4c15-b650-52d895fea493&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
pilger facility management gmbh,Pilger Facility Management GmbH,Pilger Facility Management GmbH,1,steiermark,1b94a864-0632-43f4-bea9-935376c4e5dc,Hauptplatz 17 8010 Graz,http://www.pfm.at/,http://www.pfm.at/,office@pfm.at,0316-816%20224-11,https://firmen.wko.at/pilger-facility-management-gmbh-pilger-facility-management-gmbh/steiermark/?firmaid=1b94a864-0632-43f4-bea9-935376c4e5dc&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
procon wohnbau gmbh,PROCON Wohnbau GmbH,PROCON Wohnbau GmbH,1,oberösterreich,0617d3bb-1e81-4a80-aa12-073c6a5949c9,Ennser Straße 154 4407 Dietach,,,,07252/38216,https://firmen.wko.at/procon-wohnbau-gmbh-procon-wohnbau-gmbh/ober%c3%b6sterreich/?firmaid=0617d3bb-1e81-4a80-aa12-073c6a5949c9&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,yes,https://www.karriere.at/f/procon-wohnbau,1,10,,,0,0,0,,yes
real wohnbaugesellschaft m b h,REAL-WOHNBAUGESELLSCHAFT M.B.H.,REAL-WOHNBAUGESELLSCHAFT M.B.H.,1,kärnten,12d1088f-f0af-436c-9503-486334e3f55c,Mozartstraße 28 9020 Klagenfurt am Wörthersee,,,immobilien@real-wohnbau.at,+43%20463%2055555,https://firmen.wko.at/real-wohnbaugesellschaft-mbh/k%c3%a4rnten/?firmaid=12d1088f-f0af-436c-9503-486334e3f55c&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
realitäten invest immobilientreuhand und wohnbaugesellschaft m b h,REALITÄTEN - INVEST Immobilientreuhand- und Wohnbaugesellschaft m.b.H,REALITÄTEN - INVEST Immobilientreuhand- und Wohnbaugesellschaft m.b.H,1,kärnten,d26add51-4448-41ba-9e77-0a5c9993f997,August-Jaksch-Straße 16 9020 Klagenfurt am Wörthersee,http://www.realitaeten-invest.at/,http://www.realitaeten-invest.at/,realitaeten-invest@chello.at,0463/51%2069%2055-0,https://firmen.wko.at/realit%c3%84ten-invest-immobilientreuhand-und-wohnbaugesellschaft-mbh/k%c3%a4rnten/?firmaid=d26add51-4448-41ba-9e77-0a5c9993f997&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
rella facility gmbh,Rella Facility GmbH,Rella Facility GmbH,1,wien,fe09ea7c-8975-478c-aa88-7a46ef352510,Fütterergasse 1/5 1010 Wien,,,,,https://firmen.wko.at/rella-facility-gmbh/wien/?firmaid=fe09ea7c-8975-478c-aa88-7a46ef352510&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
schwechater wohnbau gmbh,Schwechater Wohnbau GmbH,Schwechater Wohnbau GmbH,1,niederösterreich,b54d0812-fed9-412c-9e84-1b2ec8ab96e0,Himberger Straße 1 2320 Schwechat,,,leiner.office@baumeister.cc,,https://firmen.wko.at/schwechater-wohnbau-gmbh/nieder%c3%b6sterreich/?firmaid=b54d0812-fed9-412c-9e84-1b2ec8ab96e0&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
sdd gebäudemanagement gmbh,SDD Gebäudemanagement GmbH,SDD Gebäudemanagement GmbH,1,wien,25f89424-f583-4b36-97ed-517585b59d70,Johann-Strauß-Gasse 39/2 1040 Wien,,,,,https://firmen.wko.at/sdd-geb%c3%a4udemanagement-gmbh/wien/?firmaid=25f89424-f583-4b36-97ed-517585b59d70&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
se facility management og,SE Facility Management OG,SE Facility Management OG,1,tirol,b175b15e-46cc-4bc2-9869-9e8631d2ff9d,Toblacher Straße 3 6330 Kufstein,http://www.se-facility.at/,http://www.se-facility.at/,mail@se-facility.at,+436603760459,https://firmen.wko.at/se-facility-management-og-kufstein/tirol/?firmaid=b175b15e-46cc-4bc2-9869-9e8631d2ff9d&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
selina hausverwaltung u facility management gmbh,SELINA Hausverwaltung u. Facility-Management GmbH,SELINA Hausverwaltung u. Facility-Management GmbH,1,oberösterreich,e8721e18-5865-4785-8031-3924364e297c,Steinerbachstraße 12 5310 Mondsee,,,,06232/5577-0,https://firmen.wko.at/selina-hausverwaltung-u-facility-management-gmbh/ober%c3%b6sterreich/?firmaid=e8721e18-5865-4785-8031-3924364e297c&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
selina verwaltung und gebäudemanagement gmbh,Selina Verwaltung und Gebäudemanagement GmbH,Selina Verwaltung und Gebäudemanagement GmbH,1,salzburg,198ccb10-822e-4539-b43a-68ac27cec563,Sterneckstraße 37 5020 Salzburg,,,,,https://firmen.wko.at/selina-verwaltung-und-geb%c3%a4udemanagement-gmbh/salzburg/?firmaid=198ccb10-822e-4539-b43a-68ac27cec563&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
smg facility management gmbh,SMG Facility Management GmbH,SMG Facility Management GmbH,1,steiermark,bb3c19e0-bdcb-4553-9c16-216e7ec252f2,Gadollaplatz 1 8010 Graz,,,,,https://firmen.wko.at/smg-facility-management-gmbh/steiermark/?firmaid=bb3c19e0-bdcb-4553-9c16-216e7ec252f2&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,yes,https://www.karriere.at/f/smg-facility-management,1,10,,,0,0,0,,yes
stadtgemeinde gmünd,Stadtgemeinde Gmünd,Stadtgemeinde Gmünd,1,niederösterreich,1275d06b-d649-4d58-a555-1fa092bf932a,Schremser Straße 6 3950 Gmünd,,,,02852%2052506-0,https://firmen.wko.at/stadtgemeinde-gm%c3%bcnd/nieder%c3%b6sterreich/?firmaid=1275d06b-d649-4d58-a555-1fa092bf932a&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
steiner und wanner wohnbau gesellschaft mbh,Steiner & Wanner Wohnbau Gesellschaft mbH,Steiner & Wanner Wohnbau Gesellschaft mbH,1,salzburg,51b807e5-2854-4fc0-83ec-7e2aead60da6,Salzburger Straße 20 5550 Radstadt,http://steiner-wanner.at/,http://steiner-wanner.at/,info@steiner-wanner.at,+43%20(6452)%205860,https://firmen.wko.at/steiner-und-wanner-wohnbau-gesellschaft-mbh/salzburg/?firmaid=51b807e5-2854-4fc0-83ec-7e2aead60da6&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
steinkogler projektentwicklungs gmbh,Steinkogler Projektentwicklungs GmbH,Steinkogler Projektentwicklungs GmbH,1,oberösterreich,abffe50e-1c04-4c53-9462-f6b330df9eec,Bahnhofstraße 48 4802 Ebensee,,,,,https://firmen.wko.at/steinkogler-projektentwicklungs-gmbh/ober%c3%b6sterreich/?firmaid=abffe50e-1c04-4c53-9462-f6b330df9eec&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
steinkogler wohnbau und vermietungs gmbh,Steinkogler Wohnbau und Vermietungs GmbH,Steinkogler Wohnbau und Vermietungs GmbH,1,oberösterreich,f9e8c3ad-bce1-4320-90e0-68ce7adb7ba0,Bahnhofstraße 48 4802 Ebensee am Traunsee,,,,,https://firmen.wko.at/steinkogler-wohnbau-und-vermietungs-gmbh/ober%c3%b6sterreich/?firmaid=f9e8c3ad-bce1-4320-90e0-68ce7adb7ba0&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
technopark raaba projektentwicklung gmbh,Technopark Raaba Projektentwicklung GmbH,Technopark Raaba Projektentwicklung GmbH,1,steiermark,e5e35b96-7c14-4d28-8dc5-057bdd2499ef,Technopark Raaba Holding 0316 29 10 24,https://www.technopark-raaba.com/,https://www.technopark-raaba.com/,office@technopark-raaba.com,0316%2029%2010%2024,https://firmen.wko.at/technopark-raaba-projektentwicklung-gmbh-technopark-raaba-holding/steiermark/?firmaid=e5e35b96-7c14-4d28-8dc5-057bdd2499ef&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
vb real volksbank nö gmbh,VB - REAL Volksbank NÖ GmbH,VB - REAL Volksbank NÖ GmbH,1,niederösterreich,396b99ee-f0d0-47ee-b9b8-b6cc2358509c,Gartenaugasse 5 3500 Krems an der Donau,,,,,https://firmen.wko.at/vb-real-volksbank-n%c3%96-gmbh/nieder%c3%b6sterreich/?firmaid=396b99ee-f0d0-47ee-b9b8-b6cc2358509c&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
victoria projektentwicklungs gmbh,Victoria Projektentwicklungs GmbH,Victoria Projektentwicklungs GmbH,1,steiermark,9e9b9512-1f97-4f5e-81df-18bc0d84dfc0,Grazer Straße 9 8120 Peggau,,,,,https://firmen.wko.at/victoria-projektentwicklungs-gmbh/steiermark/?firmaid=9e9b9512-1f97-4f5e-81df-18bc0d84dfc0&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
volksbank salzburg immobilien gmbh,Volksbank Salzburg Immobilien GmbH,Volksbank Salzburg Immobilien GmbH,1,steiermark,8968930b-c50e-4975-9379-d997b5d82f74,Kurhausplatz 298 8990 Bad Aussee,,,,,https://firmen.wko.at/volksbank-salzburg-immobilien-gmbh/steiermark/?firmaid=8968930b-c50e-4975-9379-d997b5d82f74&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
wegraz haring projektentwicklungs gmbh,WEGRAZ Haring Projektentwicklungs GmbH,WEGRAZ Haring Projektentwicklungs GmbH,1,steiermark,4e81e2f5-ea1e-4e75-95b9-cde866537a2d,Waagner-Biro-Straße 122-124 8020 Graz,,,,,https://firmen.wko.at/wegraz-haring-projektentwicklungs-gmbh/steiermark/?firmaid=4e81e2f5-ea1e-4e75-95b9-cde866537a2d&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
wert heim versicherungsservice gmbh und co kg,Wert-Heim Versicherungsservice GmbH & Co KG,Wert-Heim Versicherungsservice GmbH & Co KG,1,wien,c40bb738-88dd-4f02-82b2-05fd9cc86e5d,Peter-Jordan-Straße 8 1190 Wien,,,,,https://firmen.wko.at/wert-heim-versicherungsservice-gmbh-und-co-kg/wien/?firmaid=c40bb738-88dd-4f02-82b2-05fd9cc86e5d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
wohnbauservice immobiliengesellschaft mit beschränkter haftung,Wohnbauservice Immobiliengesellschaft mit beschränkter Haftung,Wohnbauservice Immobiliengesellschaft mit beschränkter Haftung,1,oberösterreich,eb43a592-ce90-4e18-98d9-b0df790ddb7e,Raiffeisenplatz 2 4111 Walding,http://www.wosig.at/,http://www.wosig.at/,office@wosig.at,+43%20(07234)%20842%2062 | +43%20(0664)%20415%2084%2068,https://firmen.wko.at/wohnbauservice-immobiliengesellschaft-mit-beschr%c3%a4nkter-haftung/ober%c3%b6sterreich/?firmaid=eb43a592-ce90-4e18-98d9-b0df790ddb7e&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,no,,,,,,0,0,0,,yes
zhs office und facilitymanagement gmbh,ZHS Office- & Facilitymanagement GmbH,ZHS Office- & Facilitymanagement GmbH,1,wien,56e16c83-ef6e-4cbc-b6be-30d929ab87fe,Am Stadtpark 9 1030 Wien,,,regina.nowak@rzb.at,01/717%2007-0,https://firmen.wko.at/zhs-office-und-facilitymanagement-gmbh/wien/?firmaid=56e16c83-ef6e-4cbc-b6be-30d929ab87fe&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter,U_NOT_PROVEN,"No strict 20+/31+ evidence from exact karriere, official website or WKO profile",yes,yes,https://www.karriere.at/f/zhs-office-facilitymanagement-wien,1,10,,,0,0,0,,yes
