canonical_key,company_name,aliases,wko_standort_count,states_seen,firmaids,addresses,website,all_websites,email,phones,profile_url
amlak liegenschaftsgesellschaft m b h,AMLAK Liegenschaftsgesellschaft m.b.H.,AMLAK Liegenschaftsgesellschaft m.b.H.,1,wien,17be7b8e-2aed-4168-982c-72c23b7a0fb8,Wickenburggasse 17/11 1080 Wien,https://www.amlak.at/,https://www.amlak.at/,office@amlak.at,01%204067944-0,https://firmen.wko.at/amlak-liegenschaftsgesellschaft-mbh-entwicklung-und-verwaltung-eigener-liegenschaften/wien/?firmaid=17be7b8e-2aed-4168-982c-72c23b7a0fb8&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
amon gmbh,AMON GmbH,AMON GmbH,1,steiermark,8c5b93d0-6cfd-48d8-9444-2151f85c8aed,Neubaugasse 50 8020 Graz,,,,,https://firmen.wko.at/amon-gmbh/steiermark/?firmaid=8c5b93d0-6cfd-48d8-9444-2151f85c8aed&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
amos tik handelsgesellschaft m b h,AMOS-TIK Handelsgesellschaft m.b.H.,AMOS-TIK Handelsgesellschaft m.b.H.,1,wien,7fa8838b-9406-484a-b25c-bc35dd211b95,Weißgerberlände 16 1030 Wien,http://www.amostik.at/,http://www.amostik.at/,alga@ins.at,01%20409%2018%2068,https://firmen.wko.at/amos-tik-handelsgesellschaft-mbh/wien/?firmaid=7fa8838b-9406-484a-b25c-bc35dd211b95&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas brunner,Andreas Brunner,Andreas Brunner,1,tirol,63fc7042-9805-4721-b22b-c6182d03a197,Hölzlfeld 1 6365 Kirchberg in Tirol,,,a.brunner@tirol.com,05357/40%2086 | 0664/28%2050%20886,https://firmen.wko.at/andreas-brunner/tirol/?firmaid=63fc7042-9805-4721-b22b-c6182d03a197&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas forster,Andreas Forster,Andreas Forster,1,niederösterreich,01b754e5-2dbd-4cf9-94ab-3f4faa0c1567,Margaritenweg 23b 2384 Breitenfurt bei Wien,,,,+43%202239%2034179 | +43%20699%201224%202957,https://firmen.wko.at/andreas-forster/nieder%c3%b6sterreich/?firmaid=01b754e5-2dbd-4cf9-94ab-3f4faa0c1567&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas macheiner,Andreas Macheiner,Andreas Macheiner,1,niederösterreich,2004b0cd-db42-408f-a29e-8ecb22341ac0,Hauptstraße 182 2722 Weikersdorf am Steinfelde,,,,,https://firmen.wko.at/andreas-macheiner/nieder%c3%b6sterreich/?firmaid=2004b0cd-db42-408f-a29e-8ecb22341ac0&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas nobitschek msc mls,"Andreas Nobitschek, MSc, MLS","Andreas Nobitschek, MSc, MLS",1,wien,3e38102a-c96e-4aea-94d9-34907293a9da,Speisinger Straße 244 1230 Wien,,,,,https://firmen.wko.at/andreas-nobitschek-msc-mls/wien/?firmaid=3e38102a-c96e-4aea-94d9-34907293a9da&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas reitsammer,Andreas Reitsammer,Andreas Reitsammer,2,salzburg,2971998b-c21a-405c-912c-4693d3010fa5 | 465ed77c-5f49-4ded-b5b6-d0961528d312,Salzburgerstraße 104 5400 Hallein | Keltenweg 7 5081 Anif,,,,,https://firmen.wko.at/andreas-reitsammer/salzburg/?firmaid=2971998b-c21a-405c-912c-4693d3010fa5&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
andreas wetzer immo consulting e u,Andreas Wetzer Immo-Consulting e.U.,Andreas Wetzer Immo-Consulting e.U.,1,salzburg,0f35b7bb-e607-44f1-8794-77c78c96454a,Leharweg 1 5162 Obertrum am See,,,,,https://firmen.wko.at/andreas-wetzer-immo-consulting-eu/salzburg/?firmaid=0f35b7bb-e607-44f1-8794-77c78c96454a&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
angela edeltraut staneck,Angela Edeltraut Staneck,Angela Edeltraut Staneck,1,tirol,34c74035-77d1-419e-8d94-0040ccc670a1,Kaiserweg 5/Top 1 6352 Ellmau,,,,,https://firmen.wko.at/angela-edeltraut-staneck/tirol/?firmaid=34c74035-77d1-419e-8d94-0040ccc670a1&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
angelika dengel holzer,Angelika Dengel-Holzer,Angelika Dengel-Holzer,1,tirol,29d2d61a-554a-47d1-bcb6-58d326936f7f,Föhrenwald 64 6352 Ellmau,http://www.ihremaklerin.net/,http://www.ihremaklerin.net/,info@ihremaklerin.net,+43(0)664%20224%2053%2022,https://firmen.wko.at/angelika-dengel-holzer-angelika-dengel-immobilien/tirol/?firmaid=29d2d61a-554a-47d1-bcb6-58d326936f7f&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
angelika trappel,Angelika Trappel,Angelika Trappel,1,wien,3445c981-311b-4f42-a886-08a18757354f,Obere Bahngasse 24/5 1030 Wien,,,,,https://firmen.wko.at/angelika-trappel/wien/?firmaid=3445c981-311b-4f42-a886-08a18757354f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
anker immobilien gesellschaft m b h,Anker - Immobilien Gesellschaft m.b.H.,Anker - Immobilien Gesellschaft m.b.H.,1,wien,e6cd649e-f1fd-4a6c-b7d3-8709252d7005,Mosergasse 5 1090 Wien,http://www.anker-immobilien.at/de/home,http://www.anker-immobilien.at/de/home,office@anker-immobilien.at,+43(01)512%2001%2027,https://firmen.wko.at/anker-immobilien-gesellschaft-mbh-wir-beraten-sie-professionell-in-allen-immobilienfragen-wir/wien/?firmaid=e6cd649e-f1fd-4a6c-b7d3-8709252d7005&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
anna isabella hoffmann gudehus,Anna Isabella Hoffmann-Gudehus,Anna Isabella Hoffmann-Gudehus,1,steiermark,7b7f0120-ddd5-406a-b97b-677e8836d42a,Neue-Welt-Höhe 44c/2 8042 Graz,http://www.hoffmann-immobilien.at/,http://www.hoffmann-immobilien.at/,office@hoffmann-immobilien.at,+43%20(0)316%2082%2038%2082,https://firmen.wko.at/anna-isabella-hoffmann-gudehus-hoffmann-immobilien/steiermark/?firmaid=7b7f0120-ddd5-406a-b97b-677e8836d42a&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
anna maria olischar,Anna Maria Olischar,Anna Maria Olischar,1,wien,2f400752-1c1a-48a3-90a6-38ce65c37833,Kalvarienberggasse 65 1170 Wien,,,ciao05@hotmail.com%20,01/406%2043%2039-0,https://firmen.wko.at/anna-maria-olischar/wien/?firmaid=2f400752-1c1a-48a3-90a6-38ce65c37833&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
anton wolfgang habersack,Anton Wolfgang Habersack,Anton Wolfgang Habersack,1,steiermark,6465fb79-f820-456d-a1a0-81a3d544d84f,"Roseggerstraße 11, Tür 2 8670 Krieglach",,,,+43%20(0)3855-24%2063,https://firmen.wko.at/anton-wolfgang-habersack/steiermark/?firmaid=6465fb79-f820-456d-a1a0-81a3d544d84f&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
ap immobilienberatung gmbh,AP Immobilienberatung GmbH,AP Immobilienberatung GmbH,1,tirol,a8959ada-2dd8-4709-bf00-820c6fee82b9,Schützenweg 18 6134 Vomp,http://www.ap-immobilien.at/,http://www.ap-immobilien.at/,ap.immob@aon.at,0512/364%20101 | 0664/%20,https://firmen.wko.at/ap-immobilienberatung-gmbh/tirol/?firmaid=a8959ada-2dd8-4709-bf00-820c6fee82b9&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
apcoa austria gmbh,APCOA Austria GmbH,APCOA Austria GmbH,1,wien,c9f86de5-7380-41c6-b43b-08d902f1f8f6,Landstraßer Hauptstraße 146/13A 1030 Wien,http://www.apcoa.at/,http://www.apcoa.at/,,,https://firmen.wko.at/apcoa-austria-gmbh/wien/?firmaid=c9f86de5-7380-41c6-b43b-08d902f1f8f6&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
apf beratungs gmbh und co kg,APF Beratungs GmbH & Co KG,APF Beratungs GmbH & Co KG,1,wien,6683c19a-23bc-43ca-b6a0-42dc60a2bb9f,Säulengasse 13/10 1090 Wien,,,,,https://firmen.wko.at/apf-beratungs-gmbh-und-co-kg/wien/?firmaid=6683c19a-23bc-43ca-b6a0-42dc60a2bb9f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
apis immobilienservice e u,APIS Immobilienservice e.U.,APIS Immobilienservice e.U.,1,steiermark,96b9194f-5ed2-40e1-beee-3c212289a670,Schöcklblickstraße 8 8062 Kumberg,,,,,https://firmen.wko.at/apis-immobilienservice-eu/steiermark/?firmaid=96b9194f-5ed2-40e1-beee-3c212289a670&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
apl immobilientreuhand gmbh,APL Immobilientreuhand GmbH,APL Immobilientreuhand GmbH,1,niederösterreich,3f74eb15-3501-4785-8c29-1830a3220ef3,Tilgnergasse 1 2380 Perchtoldsdorf,,,,,https://firmen.wko.at/apl-immobilientreuhand-gmbh/nieder%c3%b6sterreich/?firmaid=3f74eb15-3501-4785-8c29-1830a3220ef3&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
apleona real estate at gmbh,Apleona Real Estate AT GmbH,Apleona Real Estate AT GmbH,1,wien,0c7fae37-ce34-4376-be1a-e8458a034c13,Bauernmarkt 12 1010 Wien,https://www.realestate.apleona.at/,https://www.realestate.apleona.at/,office.realestate.at@apleona.com,,https://firmen.wko.at/apleona-real-estate-at-gmbh/wien/?firmaid=0c7fae37-ce34-4376-be1a-e8458a034c13&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
appl impuls verwaltungs und handels gmbh,APPL-IMPULS Verwaltungs & Handels GmbH.,APPL-IMPULS Verwaltungs & Handels GmbH.,1,niederösterreich,a0a8d2db-eb30-4032-b4e4-3f0b0739a318,Promenade 2 3400 Klosterneuburg,,,,,https://firmen.wko.at/appl-impuls-verwaltungs-und-handels-gmbh-appl-impuls-immobilien/nieder%c3%b6sterreich/?firmaid=a0a8d2db-eb30-4032-b4e4-3f0b0739a318&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
appm property management gmbh,APPM - PROPERTY MANAGEMENT GMBH,APPM - PROPERTY MANAGEMENT GMBH,1,wien,dbaca477-e1a8-4620-a2a1-57392b1062ca,Mittermayergasse 4/3 1130 Wien,http://www.hv13.at/,http://www.hv13.at/,office@hv13.at,+43%201%20877%2066%2060,https://firmen.wko.at/appm-property-management-gmbh-immobilienverwaltung/wien/?firmaid=dbaca477-e1a8-4620-a2a1-57392b1062ca&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
ar austreal immobilien e u,AR AUSTREAL Immobilien e.U.,AR AUSTREAL Immobilien e.U.,2,wien,23011ab4-401c-4328-bc92-cfc5a4165ecb | c878d29a-f6b4-4385-847f-064100e07bdf,Dammstraße 19/1 1200 Wien | Franz-Josefs-Kai 23/Top 13 1010 Wien,,,,,https://firmen.wko.at/ar-austreal-immobilien-eu/wien/?firmaid=23011ab4-401c-4328-bc92-cfc5a4165ecb&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
ar immobilien gmbh,AR Immobilien GmbH,AR Immobilien GmbH,1,tirol,98498fac-9583-41b8-b4dc-a8a451b53b43,Vogelweiderstraße 10A 6300 Wörgl,,,,,https://firmen.wko.at/ar-immobilien-gmbh/tirol/?firmaid=98498fac-9583-41b8-b4dc-a8a451b53b43&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
archionic immobilien gmbh,ARCHIONIC Immobilien GmbH,ARCHIONIC Immobilien GmbH,1,oberösterreich,68141e8a-9692-413c-b01c-6f552216f00c,Sierninger Straße 56-58 4400 Steyr,,,,,https://firmen.wko.at/archionic-immobilien-gmbh/ober%c3%b6sterreich/?firmaid=68141e8a-9692-413c-b01c-6f552216f00c&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
arctos immobilien services gmbh und co kg,ARCTOS Immobilien Services GmbH & Co KG,ARCTOS Immobilien Services GmbH & Co KG,1,steiermark,846acdbd-8bd2-471c-a232-6c9eb6d664a3,"Hauptplatz 10, Top 1 8280 Fürstenfeld",,,,,https://firmen.wko.at/arctos-immobilien-services-gmbh-und-co-kg/steiermark/?firmaid=846acdbd-8bd2-471c-a232-6c9eb6d664a3&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
are austrian real estate development gmbh,ARE Austrian Real Estate Development GmbH,ARE Austrian Real Estate Development GmbH,1,wien,73010a1e-53bf-44ef-9fc9-3a395ed8bd8d,Trabrennstraße 2B 1020 Wien,,,,,https://firmen.wko.at/are-austrian-real-estate-development-gmbh/wien/?firmaid=73010a1e-53bf-44ef-9fc9-3a395ed8bd8d&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
areal immobilientreuhand gmbh,AReal Immobilientreuhand GmbH,AReal Immobilientreuhand GmbH,1,wien,573b6f83-edf7-426a-a221-24abf3755208,Lothringerstraße 14-16/2/6 1030 Wien,,,,,https://firmen.wko.at/areal-immobilientreuhand-gmbh-immobilientreuh%c3%a4nder/wien/?firmaid=573b6f83-edf7-426a-a221-24abf3755208&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
areal liegenschaftsverwaltungs gmbh,AREAL Liegenschaftsverwaltungs GmbH,AREAL Liegenschaftsverwaltungs GmbH,1,oberösterreich,150b4ebc-7a35-498d-a468-507220f57ecd,Karl-Leitl-Straße 1 4048 Puchenau,,,,,https://firmen.wko.at/areal-liegenschaftsverwaltungs-gmbh/ober%c3%b6sterreich/?firmaid=150b4ebc-7a35-498d-a468-507220f57ecd&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
arealis liegenschaftsmanagement gmbh,AREALIS Liegenschaftsmanagement GmbH,AREALIS Liegenschaftsmanagement GmbH,1,wien,bb57aedf-9e61-488c-90ec-341d932136ae,Aspernbrückengasse 2 1020 Wien,http://www.arealis.at/,http://www.arealis.at/,office@arealis.at,+43%2001%20217180,https://firmen.wko.at/arealis-liegenschaftsmanagement-gmbh/wien/?firmaid=bb57aedf-9e61-488c-90ec-341d932136ae&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
arealita immobilientreuhand und sachverständigen gmbh,Arealita Immobilientreuhand und Sachverständigen GmbH,Arealita Immobilientreuhand und Sachverständigen GmbH,1,tirol,83b1dd60-e1d6-48ca-bb77-0f88be05e9e6,Kaiserjägerstraße 30 6020 Innsbruck,https://www.arealita.at/,https://www.arealita.at/,immobilien@arealita.at,+%2043%20512%20580%20242,https://firmen.wko.at/arealita-immobilientreuhand-und-sachverst%c3%a4ndigen-gmbh-arealita-immobilientreuhand-und-sachverst%c3%a4ndigen-gmbh/tirol/?firmaid=83b1dd60-e1d6-48ca-bb77-0f88be05e9e6&standortid=7&standortname=tirol%20%28bundesland%29&suchbegriff=immobilienverwalter
arev immobilien gesellschaft m b h,AREV Immobilien Gesellschaft m.b.H.,AREV Immobilien Gesellschaft m.b.H.,3,oberösterreich,c161f677-5e7a-4720-945d-e4475d198301 | cc63d200-453c-476c-a7d8-0f3c5ce2c867 | deed6f65-3a17-4e2c-8f7e-d9e81b0d83c8,Bahnhofplatz 2 4600 Wels | Europaplatz 4 4020 Linz | Hannesgrub Süd 6 4911 Tumeltsham,http://www.arev.at/,http://www.arev.at/,office.ried@arev.at,07752%2085%2088%2050%20,https://firmen.wko.at/arev-immobilien-gesellschaft-mbh/ober%c3%b6sterreich/?firmaid=c161f677-5e7a-4720-945d-e4475d198301&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
arevit immobilien development gmbh,AREVIT Immobilien-Development GmbH,AREVIT Immobilien-Development GmbH,1,niederösterreich,526b74f3-0e56-4965-a34a-22937cb67588,Leopoldstraße 12/1 3400 Klosterneuburg,http://www.arevit.at/,http://www.arevit.at/,office@arevit.at,02243%2034%20600,https://firmen.wko.at/arevit-immobilien-development-gmbh/nieder%c3%b6sterreich/?firmaid=526b74f3-0e56-4965-a34a-22937cb67588&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
argolex immobilienmanagement gmbh,Argolex Immobilienmanagement GmbH,Argolex Immobilienmanagement GmbH,1,wien,d052766c-c266-42de-b1de-69cd749593d7,Heinrich-Collin-Straße 3B/10/20 1140 Wien,,,,,https://firmen.wko.at/argolex-immobilienmanagement-gmbh/wien/?firmaid=d052766c-c266-42de-b1de-69cd749593d7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
argon realitätenverwaltung gmbh,Argon Realitätenverwaltung GmbH,Argon Realitätenverwaltung GmbH,1,wien,035ce6d3-0506-4f42-addc-90cd4a67c546,Johann-Strauß-Gasse 32/8 1040 Wien,,,maw@argon.at,01/505%2050%2045-0,https://firmen.wko.at/argon-realit%c3%a4tenverwaltung-gmbh/wien/?firmaid=035ce6d3-0506-4f42-addc-90cd4a67c546&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
arigho immobilien og,ARIGHO Immobilien OG,ARIGHO Immobilien OG,1,wien,786365fa-e55b-4515-b87b-fcd06efbc0dc,Rechte Wienzeile 131/4 1050 Wien,http://www.arigho.at/,http://www.arigho.at/,office@arigho.at,(01)%2058%2011%20206,https://firmen.wko.at/arigho-immobilien-og-hausverwaltung/wien/?firmaid=786365fa-e55b-4515-b87b-fcd06efbc0dc&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
aris immobilientreuhand gmbh,ARIS Immobilientreuhand GmbH,ARIS Immobilientreuhand GmbH,1,steiermark,1f9630e7-1fac-46ec-aec5-18c605a151d8,Heinrichstraße 112 8010 Graz,,,office@aris-immo.at,0316995773,https://firmen.wko.at/aris-immobilientreuhand-gmbh-aris-immobilientreuhand-gmbh/steiermark/?firmaid=1f9630e7-1fac-46ec-aec5-18c605a151d8&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
arqon real estate gmbh,ARQON Real Estate GmbH,ARQON Real Estate GmbH,1,wien,b6546794-4ec4-4d4a-9ebb-0b5085e8f48c,Fleischmarkt 7/12 1010 Wien,,,,,https://firmen.wko.at/arqon-real-estate-gmbh/wien/?firmaid=b6546794-4ec4-4d4a-9ebb-0b5085e8f48c&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
art immobilien e u,ART Immobilien e.U.,ART Immobilien e.U.,2,salzburg,36b59182-0bf8-4b4e-a8e5-63319f1a5a51 | 732019c5-c889-4db1-81e9-43fff51e059c,Erzherzog-Eugen-Straße 14 5020 Salzburg | Josef-Mayburger-Kai 92 5020 Salzburg,http://www.art-immobilien.at/,http://www.art-immobilien.at/,office@art-immobilien.at,+43%20662%20455268,https://firmen.wko.at/art-immobilien-eu-art-immobilien-eu/salzburg/?firmaid=36b59182-0bf8-4b4e-a8e5-63319f1a5a51&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
artestate immobilientreuhand gmbh,ARTESTATE Immobilientreuhand GmbH,ARTESTATE Immobilientreuhand GmbH,1,wien,5c47df6e-a64d-461b-9650-0afd91a9f0e4,Hahngasse 21/7 1090 Wien,,,,,https://firmen.wko.at/artestate-immobilientreuhand-gmbh/wien/?firmaid=5c47df6e-a64d-461b-9650-0afd91a9f0e4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
artex immobilien gmbh,ARTEX Immobilien GmbH,ARTEX Immobilien GmbH,1,oberösterreich,e86e7f0c-1fb8-4d46-b0ca-d23d9412fd37,Hopfengasse 3 4020 Linz,https://www.artex-immobilien.at/,https://www.artex-immobilien.at/,office@artex-immobilien.at,+43732710522,https://firmen.wko.at/artex-immobilien-gmbh/ober%c3%b6sterreich/?firmaid=e86e7f0c-1fb8-4d46-b0ca-d23d9412fd37&standortid=3&standortname=ober%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
artner immobilienmanagement gmbh,Artner Immobilienmanagement GmbH,Artner Immobilienmanagement GmbH,1,niederösterreich,5d7d7192-b7e3-4ca3-9d59-9a6a3a7d4919,"Schönfeldgasse 1Stg. 7, Tür 14 2435 Ebergassing",,,,,https://firmen.wko.at/artner-immobilienmanagement-gmbh/nieder%c3%b6sterreich/?firmaid=5d7d7192-b7e3-4ca3-9d59-9a6a3a7d4919&standortid=2&standortname=nieder%c3%b6sterreich%20%28bundesland%29&suchbegriff=immobilienverwalter
arwag immobilientreuhand gesellschaft m b h,ARWAG Immobilientreuhand Gesellschaft m.b.H.,ARWAG Immobilientreuhand Gesellschaft m.b.H.,1,wien,e7a3723a-2739-4e83-9d1a-5612db0501b7,Würtzlerstraße 15 1030 Wien,http://www.arwag.at/,http://www.arwag.at/,gbv@arwag.at,+43%20(0)%201%20797%2000-333,https://firmen.wko.at/arwag-immobilientreuhand-gesellschaft-mbh-wo-das-leben-lebt/wien/?firmaid=e7a3723a-2739-4e83-9d1a-5612db0501b7&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
arzböck immobilien gmbh,Arzböck Immobilien GmbH,Arzböck Immobilien GmbH,1,salzburg,42a016c6-6640-478a-8c01-bd671bc464c6,Alte Bundesstraße 4 5500 Bischofshofen,,,,,https://firmen.wko.at/arzb%c3%b6ck-immobilien-gmbh/salzburg/?firmaid=42a016c6-6640-478a-8c01-bd671bc464c6&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
aschbacher immobilientreuhänder og,Aschbacher Immobilientreuhänder OG,Aschbacher Immobilientreuhänder OG,1,salzburg,f4c5c71a-b3d1-4781-b860-02f1b5dfb77e,"Michael-Rottmayr-Straße 47, Tür 14 5110 Oberndorf bei Salzburg",http://www.aschbacher-immobilien.at/,http://www.aschbacher-immobilien.at/,office@aschbacher-immobilien.at,+43%206272%2041054,https://firmen.wko.at/aschbacher-immobilientreuh%c3%a4nder-og-immobilientreuh%c3%a4nder-immobilienverwaltung-hausverwaltung/salzburg/?firmaid=f4c5c71a-b3d1-4781-b860-02f1b5dfb77e&standortid=4&standortname=salzburg%20%28bundesland%29&suchbegriff=immobilienverwalter
aspern seestadt einkaufsstrassen gmbh,aspern Seestadt Einkaufsstraßen GmbH,aspern Seestadt Einkaufsstraßen GmbH,1,wien,ec680cab-1b4a-4d32-b116-8d572479463f,Seestadtstraße 27/13 1220 Wien,,,,,https://firmen.wko.at/aspern-seestadt-einkaufsstra%c3%9fen-gmbh/wien/?firmaid=ec680cab-1b4a-4d32-b116-8d572479463f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
asset und care immobilientreuhand gmbh,Asset & Care Immobilientreuhand GmbH,Asset & Care Immobilientreuhand GmbH,1,wien,5a704e1b-b448-46b1-9c61-b1e5596c792f,Rosenbursenstraße 8/5 1010 Wien,,,,,https://firmen.wko.at/asset-und-care-immobilientreuhand-gmbh/wien/?firmaid=5a704e1b-b448-46b1-9c61-b1e5596c792f&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
astoria re gmbh,Astoria RE GmbH,Astoria RE GmbH,1,steiermark,c2867d3d-c01c-4438-80e5-1578f0a6e60b,"Mautgasse 13, Tür 16 8045 Graz",,,,,https://firmen.wko.at/astoria-re-gmbh/steiermark/?firmaid=c2867d3d-c01c-4438-80e5-1578f0a6e60b&standortid=5&standortname=steiermark%20%28bundesland%29&suchbegriff=immobilienverwalter
astrid maria čas,Astrid Maria Čas,Astrid Maria Čas,1,kärnten,a759aa09-e245-410a-b84c-babd4104dc1d,Spatwiesenweg 15/8 9020 Klagenfurt am Wörthersee,,,cas@a1.net,+43%20463%2059%2006%2007%20,https://firmen.wko.at/astrid-maria-as/k%c3%a4rnten/?firmaid=a759aa09-e245-410a-b84c-babd4104dc1d&standortid=6&standortname=k%c3%a4rnten%20%28bundesland%29&suchbegriff=immobilienverwalter
at home fm services gmbh,at home FM Services GmbH,at home FM Services GmbH,1,wien,1b4d9f0a-4662-4913-8875-01224abd1df4,Hernalser Gürtel 1 1170 Wien,,,,,https://firmen.wko.at/at-home-fm-services-gmbh/wien/?firmaid=1b4d9f0a-4662-4913-8875-01224abd1df4&standortid=1&standortname=wien%20%28bundesland%29&suchbegriff=immobilienverwalter
