company_name,wko_rows,states,places,karriere_url,karriere_name,karriere_match_score,karriere_emp_min,karriere_emp_max,karriere_employee_evidence,karriere_jobs,karriere_location_hit
ARCTOS Immobilien Services GmbH & Co KG,1,steiermark,8280 Fürstenfeld,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
ARIS Immobilientreuhand GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Astoria RE GmbH,1,steiermark,8045 Graz,https://www.karriere.at/f/astoria-steuerberatung,Astoria Steuerberatung GmbH & Co KG,82.4,31,50,Anzahl der Mitarbeiter*innen 31 - 50,47,True
AT WiGa Investment und Beteiligungs GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/shi-beteiligungs-gmbh,SHI Beteiligungs GmbH,85.7,,,,0,True
Bauland Immobilienhandels & Verwaltungsgesellschaft m.b.H.,1,steiermark,8055 Graz,https://www.karriere.at/f/tricore-verwaltungsgesellschaft,TRICORE Verwaltungsgesellschaft m.b.H.,87.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,14,True
Bischof Immobilien Ges.m.b.H.,2,steiermark; wien,1010 Wien | 8750 Judenburg,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
BUWOG Süd GmbH,2,kärnten; steiermark,8020 Graz | 9500 Villach,,,,,,,,
Böchzelt Immobilien GmbH,1,steiermark,8720 Knittelfeld,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Carolin Catharina Schmidt,1,steiermark,8047 Kainbach b.Graz,,,,,,,,
Christian Peter Hammerl,1,steiermark,8010 Graz,https://www.karriere.at/f/christian-pieler,Christian Pieler GmbH,72.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Christine Josefa Schlacher,1,steiermark,8700 Leoben,,,,,,,,
CITYPARK GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/elithera-gesundheitszentrum-graz-citypark,Elithera Gesundheitszentrum Graz Citypark,100.0,,,,34,True
"Civ.ing. Harald Andreas Hainzl, MSc",1,steiermark,8530 Deutschlandsberg,https://www.karriere.at/f/andreas-auer,Andreas Auer GmbH,73.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,23,False
Concept Immobilientreuhand GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
CorPore Management Support GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/corpore,CorPore GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,153,True
dahir gmbh - Sozioökonomisches Immobilien Management,1,steiermark,8010 Graz,https://www.karriere.at/f/ig-immobilien-management,IG Immobilien Management GmbH,93.3,51,100,Anzahl der Mitarbeiter*innen 51 - 100,13,True
Degen Immobilien GmbH,2,steiermark,8010 Graz | 8302 Laßnitzhöhe,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Dieter Stefan Grach,1,steiermark,8044 Graz,https://www.karriere.at/f/stefan,Stefan GmbH & Co KG,75.0,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
Domizil Immobilientreuhänder GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/jt-immobilientreuh%C3%A4nder,JT Immobilientreuhänder GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Dr. Andrea Hinteregger,1,steiermark,8076 Vasoldsberg,https://www.karriere.at/f/dr-andrea-rejzek,Dr. Andrea Rejzek,72.0,,,,34,False
Dr. Frowin Kaar,1,steiermark,8160 Weiz,,,,,,,,
Dr. Klaus Rainer,1,steiermark,8045 Graz,https://www.karriere.at/f/mag-dr-rainer-w-b%C3%B6hm,Mag. Dr. Rainer W. Böhm,75.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Dr. Regina Maria Schedlberger,1,steiermark,8045 Graz,,,,,,,,
"Dr. Rudolf Galler, Immobilientreuhand GmbH",1,steiermark,8010 Graz,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Dr. Ulrich Objektverwaltung GmbH,1,steiermark,8010 Graz,,,,,,,,
"Eva Bretterklieber, MSc",1,steiermark,8046 Stattegg,,,,,,,,
F.A.M. Realitäten Gesellschaft m.b.H.,1,steiermark,8020 Graz,https://www.karriere.at/f/woge-realit%C3%A4ten,Woge Realitäten Gesellschaft m.b.H.,93.5,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
FAIR Immobilientreuhand GmbH & Co KG,1,steiermark,8600 Bruck/Mur,https://www.karriere.at/f/s-a-immobilientreuhand,S&A Immobilientreuhand GmbH,91.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
FENOMEN Immobilien e.U.,1,steiermark,8430 Leibnitz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Florian Franz Helmut Apfelbeck,1,steiermark,8010 Graz,https://www.karriere.at/f/franz-dax,Franz Dax GmbH,71.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Franz Josef Holler GmbH,1,steiermark,8431 Gralla,https://www.karriere.at/f/josef-h%C3%B6ller,Josef Höller GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
Franz Menhart,1,steiermark,0699 11399884,https://www.karriere.at/f/franz-barta,Franz Barta GmbH,75.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,14,False
FREIRAUM Immobilien GmbH,1,steiermark,8582 Rosental/Kainach,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
FRIPAL - Immobilienverwaltung GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
GBG Gebäude- und Baumanagement Graz GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/gbg-geb%C3%A4ude-und-baumanagement-graz,GBG Gebäude- und Baumanagement Graz GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Gebäudeverwaltung Kienzl GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/geb%C3%A4udeverwaltung-kienzl,Gebäudeverwaltung Kienzl GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"Gerhard Scheucher, MBA",1,steiermark,8010 Graz,https://www.karriere.at/f/ing-mag-dr-gerhard-schafelner,Ing. Mag. Dr. Gerhard Schafelner,68.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
Gertrude Truschnegg,1,steiermark,8041 Graz,,,,,,,,
Granit Immobilien GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/grand-immobilien,Grand Immobilien,90.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
GRAWE Immo AG,1,steiermark,8010 Graz,https://www.karriere.at/f/fawe-immo,FAWE Immo GmbH,84.2,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Grill Immobilienverwaltung GmbH,1,steiermark,8983 Bad Mitterndorf,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Grössing Wiese Bauträger GmbH,1,steiermark,8967 Haus,https://www.karriere.at/f/s1-bautr%C3%A4ger,S1 Bauträger GmbH,85.7,31,50,Anzahl der Mitarbeiter*innen 31 - 50,13,True
GWS Bau- und Verwaltungsgesellschaft m.b.H.,1,steiermark,8042 Graz,https://www.karriere.at/f/stadion-graz-liebenau-verm%C3%B6gensverwertungs-und-verwaltungsgesellschaft,Stadion Graz-Liebenau Vermögensverwertungs- und Verwaltungsgesellschaft m.b.H.,89.2,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Günther Albert Theissl,1,steiermark,8530 Deutschlandsberg,https://www.karriere.at/f/g%C3%BCnther-lang,Günther Lang GmbH,73.7,,,,69,False
Hannes Herbst,1,steiermark,8077 Gössendorf,,,,,,,,
Hannes Stephan Parmetler,1,steiermark,8063 Eggersdorf bei Graz,,,,,,,,
Hausverwaltung Eder GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
"Hausverwaltung J. Gombocz & Sohn ""Eigentum"" Gesellschaft m.b.H.",1,steiermark,8020 Graz,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Hausverwaltung Suppan GmbH,1,steiermark,8741 Weißkirchen/Stmk.,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Hausverwaltung und Immobilienmakler Purkarthofer Ges.m.b.H.,1,steiermark,8010 Graz,https://www.karriere.at/f/isw-hausverwaltung,ISW Hausverwaltung GmbH,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Helmut Vucsina,1,steiermark,8793 Trofaiach,https://www.karriere.at/f/bein-helmut,Bein Helmut GmbH,72.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,69,False
Heureka Development & Consulting GmbH,1,steiermark,8160 Weiz,https://www.karriere.at/f/wk-development,WK Development GmbH,88.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
HIB Immobilien GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/kibb-immobilien,KIBB Immobilien GmbH,89.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
HKP fairwaltungsgmbh,1,steiermark,8010 Graz,,,,,,,,
HOELLER IMMOBILIEN GmbH,1,steiermark,8072 Fernitz-Mellach,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
HSK Immobilien GmbH,1,steiermark,8041 Graz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,88.9,,,,0,True
HV Hausverwaltung GmbH,1,steiermark,8850 Murau,https://www.karriere.at/f/weiss-tessbach-hausverwaltung,Weiss-Tessbach Hausverwaltung GmbH,90.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,14,False
HZ-Liegenschaftsverwaltungs GmbH & Co KG,1,steiermark,8273 Ebersdorf,https://www.karriere.at/f/domus-liegenschaftsverwaltungs-gesellschaft-m-b-h,DOMUS Liegenschaftsverwaltungs Gesellschaft m.b.H.,87.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,16,False
I&U Immobilientreuhand und Unternehmensberatung GmbH,1,steiermark,8042 Graz,https://www.karriere.at/f/ku-unternehmensberatung,KU Unternehmensberatung GmbH,93.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
I.G.W. Immobilien GmbH,1,steiermark,8054 Graz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
I.V.A. Immobilien Verwaltung Treuhand GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/ps-immobilien-treuhand,PS Immobilien Treuhand GmbH,92.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
IBM Stelzer GmbH,1,steiermark,8230 Hartberg,https://www.karriere.at/f/r-stelzer-b%C3%BCromaschinen-handelsgesmbh,R. Stelzer Büromaschinen Handelsges.m.b.H. & Co KG,77.8,11,30,Anzahl der Mitarbeiter*innen 11 - 30,69,False
Idest Group OG,1,steiermark,8321 St.Margarethen/Raab,https://www.karriere.at/f/ews-group,EWS Group,80.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,6,False
IHW Immobilientreuhand GmbH,1,steiermark,8230 Hartberg,https://www.karriere.at/f/cci-immobilientreuhand,CCI Immobilientreuhand GmbH,90.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,False
IMHA Management GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/lim-management-gmbh,LIM-MANAGEMENT GmbH,89.7,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Immobilien Musker Gesellschaft m.b.H.,1,steiermark,8010 Graz,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilien Ogris KG,1,steiermark,8053 Graz,https://www.karriere.at/f/rs-immobilien,RS Immobilien GmbH,89.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilien Rothbart GmbH,1,steiermark,8600 Bruck/Mur,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Immobilien Tazl GmbH,1,steiermark,8160 Weiz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Immobilien Weiz Treuhand GmbH,1,steiermark,8160 Weiz,https://www.karriere.at/f/ps-immobilien-treuhand,PS Immobilien Treuhand GmbH,92.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Immobilienkrake e.U.,1,steiermark,8793 Trofaiach,,,,,,,,
Immobilientreuhand Färber-Lang e.U.,1,steiermark,8211 Albersdorf-Prebuch,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Immobilientreuhand Geidorf GmbH & Co KG,1,steiermark,8010 Graz,https://www.karriere.at/f/s-a-immobilientreuhand,S&A Immobilientreuhand GmbH,91.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilientreuhand Mag. Stefan Jaklitsch GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
ImmobilienVerwaltung ALMAK Gesellschaft m.b.H.,1,steiermark,8551 Wies,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Immobilienverwaltung Mag. Wölfl GmbH,1,steiermark,8700 Leoben,https://www.karriere.at/f/immobilienverwaltung-mag-manolito-w%C3%B6lfl,Immobilienverwaltung Mag. Wölfl GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Immobilienverwaltung Schnepfleitner GmbH,1,steiermark,8962 Gröbming,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Immobilienverwaltung Wieser KG,1,steiermark,8010 Graz,https://www.karriere.at/f/iv-immobilienverwaltung,IV Immobilienverwaltung GmbH,93.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
IMMOBILIX e.U.,2,niederösterreich; steiermark,3683 Yspertal | 8600 Bruck/Mur,,,,,,,,
IMMOCON Immobilien Consulting GmbH,1,steiermark,8020 Graz,https://www.karriere.at/f/wr-consulting,WR Consulting GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
IMMOcontract Real Estate Management GmbH,6,kärnten; niederösterreich; oberösterreich; steiermark; wien,1020 Wien | 1030 Wien | 2500 Baden | 4020 Linz | 8041 Graz | 9020 Klagenfurt am Wörthersee,https://www.karriere.at/f/immocontract-real-estate-management,IMMOcontract Real Estate Management GmbH,100.0,,,,0,True
ImmoSun Hausverwaltungs GmbH,1,steiermark,8073 Feldkirchen b.Graz,https://www.karriere.at/f/hv-24-hausverwaltungs-gmbh,HV 24 Hausverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
IMMOTAURUS Living & Management GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/rk-management,rk-management GmbH,87.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
IMOINVESTIC GmbH,1,steiermark,8960 Öblarn,,,,,,,,
IMS Immobilien Gesellschaft m.b.H.,1,steiermark,8020 Graz,https://www.karriere.at/f/%C3%B6bv-immobilien-gesellschaft,ÖBV - IMMOBILIEN Gesellschaft m.b.H.,93.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
IMS Kollegger GmbH,1,steiermark,0664 8317669,https://www.karriere.at/f/ims-h%C3%B6llinger,IMS Höllinger GmbH,76.9,,,,0,False
IMV Immobilien Management GmbH,4,niederösterreich; steiermark; wien,0316 90 303 | 1040 Wien | 2380 Perchtoldsdorf,https://www.karriere.at/f/imv-immobilien-management,IMV Immobilien Management GmbH,100.0,101,500,Anzahl der Mitarbeiter*innen 101 - 500,13,True
Increment Real Estate Management GmbH,1,steiermark,8055 Graz,https://www.karriere.at/f/web-estate-management,WEB Estate Management GmbH,89.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Ing. Alfred Helmuth Pehserl,1,steiermark,8010 Graz,https://www.karriere.at/f/sterzer-alfred-dipl-ing,Sterzer Alfred Dipl-Ing GesmbH,65.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Ing. Angelika Theresia Kulmer,1,steiermark,8181 St.Ruprecht/Raab,,,,,,,,
Ing. Claudia Zöberer,1,steiermark,8580 Kleinwöllmiß,,,,,,,,
Ing. Hermann Ferdinand Freitag,1,steiermark,8046 Graz,https://www.karriere.at/f/hermann-otto,Hermann Otto GmbH,73.7,,,,69,False
Ing. Johann Hirsch,1,steiermark,8665 Langenwang,https://www.karriere.at/f/ing-johann-schiessel,Ing. Johann Schiessel e.U.,74.1,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,False
Ing. Josef Schmuck,1,steiermark,8010 Graz,https://www.karriere.at/f/dipl-ing-josef-weichenberger-ziviltechniker,Dipl.-Ing. Josef Weichenberger Ziviltechniker GmbH,69.2,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Ing. Mag. Schubert Immobilientreuhand GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/gmk-immobilientreuhand,GMK Immobilientreuhand GmbH,90.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Ing. Peter Pleschberger,1,steiermark,8010 Graz,https://www.karriere.at/f/ing-klaus-peter-schuhmeier,Ing. Klaus Peter Schuhmeier,70.8,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Ing. Simon Jurić,1,steiermark,8435 Leitring,,,,,,,,
Ing. Thomas Maier,1,steiermark,8472 Obervogau,https://www.karriere.at/f/maier,Maier GmbH,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,69,False
Innex Immobilien Treuhand GmbH,1,steiermark,8670 Krieglach,https://www.karriere.at/f/innex-immobilien-treuhand,InneX Immobilien Treuhand GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
IPG - Immobilien Partner GmbH,1,steiermark,8435 Leitring,https://www.karriere.at/f/ins-partner-immobilien,INS Partner Immobilien GmbH,90.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
IS Immo-Service GmbH,1,steiermark,8970 Schladming,https://www.karriere.at/f/oe-service,OE Service GmbH,82.4,11,30,Anzahl der Mitarbeiter*innen 11 - 30,23,False
IVN Immo GmbH,1,steiermark,8112 Gratwein,https://www.karriere.at/f/ve-immo,VE Immo GmbH,80.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
JCS Accounting & Estate OG,2,steiermark,8020 Graz | 8111 Judendorf,https://www.karriere.at/f/schmidt-partner-accounting-and-real-estate,Schmidt & Partner Accounting and Real Estate GmbH,91.3,,,,0,True
Joham Immobilien GmbH,1,steiermark,8072 Mellach,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
JR Leistbares Wohnen Immobilienverwaltungs GmbH,1,steiermark,8200 Ludersdorf-Wilfersdorf,https://www.karriere.at/f/homebase-immobilienverwaltungs-gmbh,Homebase Immobilienverwaltungs GmbH,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
K100 Projektmanagement und Beteiligungs GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/nv-projektmanagement,NV Projektmanagement GmbH,91.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
KANNON Immobilienmanagement GmbH,1,steiermark,0316 930 23 03,https://www.karriere.at/f/zum-immobilienmanagement,ZUM Immobilienmanagement GmbH,90.9,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Kanzlei Harald Altenbacher e.U.,1,steiermark,8041 Graz,https://www.karriere.at/f/kanzlei-zips,Kanzlei ZIPS,73.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,47,True
Karl Schwarzl Immobilien GmbH,1,steiermark,8301 Laßnitzhöhe,https://www.karriere.at/f/karl-schwarzl-immobilien,Karl Schwarzl Immobilien GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Katja Lerchbacher,1,steiermark,8435 Wagna,,,,,,,,
Klaus Sommerauer,1,steiermark,8605 Kapfenberg,https://www.karriere.at/f/sommerauer-sl-technik,Sommerauer SL - Technik GmbH,76.9,31,50,Anzahl der Mitarbeiter*innen 31 - 50,15,False
KMP Immobilien GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/pmp-immobilien,PMP Immobilien GmbH,92.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Kompetent Immobilien GmbH,1,steiermark,8141 Oberpremstätten,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,False
Kovac Management GmbH,1,steiermark,8051 Graz,https://www.karriere.at/f/kovac-management,Kovac Management GmbH,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,10,True
Krenn Wohnbauservice KG,1,steiermark,8141 Premstätten,https://www.karriere.at/f/wohnbauservice-immobilien-bautr%C3%A4ger,Wohnbauservice Immobilien & Bauträger Ges.m.b.H.,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Lackner & Lackner GmbH & Co. KG.,1,steiermark,0316 817088,https://www.karriere.at/f/dr-kaisergruber-dr-lackner-fach%C3%A4rztliche-ordination-f%C3%BCr-hauterkrankungen-und-venerologie,Dr. Kaisergruber & Dr. Lackner - Fachärztliche Ordination für Hauterkrankungen und Venerologie OG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,34,False
Landeshauptstadt Graz,1,steiermark,0316 872-54 36,https://www.karriere.at/f/magistrat-der-landeshauptstadt-freistadt-eisenstadt,Magistrat der Landeshauptstadt Freistadt Eisenstadt,86.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,False
Lang & Partner Financial Advisory GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/s3-partner,S3+Partner KG,82.4,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,False
Lanzer Immobilien Gmbh,1,steiermark,8010 Graz,https://www.karriere.at/f/auer-immobilien,Auer Immobilien,87.5,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
Lasserus Immobilienverwaltungs GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/homebase-immobilienverwaltungs-gmbh,Homebase Immobilienverwaltungs GmbH,83.3,1,10,Anzahl der Mitarbeiter*innen 1 - 10,13,True
LOVT Immobilien GmbH,1,steiermark,8054 Graz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
LSH Facility GmbH,1,steiermark,8431 Gralla,https://www.karriere.at/f/top-facility-technology,Top Facility Technology GmbH,80.0,,,,0,False
LUC Facility- und Brandschutzmanagement e.U.,1,steiermark,8503 St. Josef/Wstmk.,https://www.karriere.at/f/fbg-facility-und-baumanagement,FBG Facility- und Baumanagement GmbH,75.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,False
Lukas Berthold Sutter,1,steiermark,8044 Graz,,,,,,,,
Länderrealitäten Hammerl GmbH & Co.KG.,1,steiermark,8010 Graz,https://www.karriere.at/f/l%C3%A4nderrealit%C3%A4ten-hammerl-gmbh-kg,Länderrealitäten Hammerl GmbH & Co KG,100.0,11,30,Anzahl der Mitarbeiter*innen 11 - 30,13,True
Mag. Christian Auer,1,steiermark,8010 Graz,https://www.karriere.at/f/ttc-training-beratung-mag-christian-jachs,TTC Training & Beratung e.U. Mag. Christian Jachs,83.9,1,10,Anzahl der Mitarbeiter*innen 1 - 10,23,True
Mag. Felix Reinhard Hohenberg,1,steiermark,8010 Graz,https://www.karriere.at/f/reinhard-fritz,Reinhard Fritz,72.7,1,10,Anzahl der Mitarbeiter*innen 1 - 10,5,True
Mag. Ferdinand Gaugeler,1,steiermark,8010 Graz,https://www.karriere.at/f/ferdinand-menrad-co,Ferdinand Menrad GmbH + Co. KG,72.0,,,,69,True
Mag. Harald Köppl,1,steiermark,8580 Köflach,https://www.karriere.at/f/k%C3%B6ppl,Köppl OG,100.0,1,10,Anzahl der Mitarbeiter*innen 1 - 10,69,False
Mag. Heidelinde Weissofner-Goriup,1,steiermark,0676 75 356 75,,,,,,,,
Mag. Humitsch Immobilien Verwaltungs GmbH,1,steiermark,8010 Graz,https://www.karriere.at/f/uk-immobilien,UK Immobilien GmbH,87.0,,,,0,True
Mag. Jasmine Glaser,1,steiermark,8051 Graz,,,,,,,,
Mag. Karin Irmgard Philipp,1,steiermark,8010 Graz,https://www.karriere.at/f/philipp-gady,Philipp Gady GmbH,73.7,,,,0,True
